carparkID,processing-time,slotOccupancy
1,1583665200,110
1,1583665200,112
1,1583665200,103
1,1583665200,107
1,1583665200,101
1,1583665200,108
1,1583665200,118
1,1583665200,119
1,1585566000,107
1,1585566000,102
1,1585566000,103
1,1585566000,113
1,1585566000,105
1,1585566000,104
1,1585566000,102
1,1585566000,102
1,1585566000,110
1,1585566000,103
1,1585566000,105
1,1583578800,106
1,1583578800,110
1,1583578800,101
1,1583578800,105
1,1583578800,111
1,1583578800,102
1,1583578800,100
1,1583578800,112
1,1583578800,105
1,1583578800,103
1,1583578800,103
1,1583924400,101
1,1583924400,107
1,1583924400,102
1,1583924400,101
1,1583924400,104
1,1583924400,105
1,1583924400,115
1,1583924400,106
1,1583924400,108
1,1583924400,113
1,1583924400,104
1,1586088000,112
1,1586088000,106
1,1586088000,117
1,1586088000,103
1,1586088000,106
1,1586088000,107
1,1586088000,100
1,1586088000,109
1,1586088000,102
1,1586088000,112
1,1586088000,102
1,1587816000,111
1,1587816000,102
1,1587816000,104
1,1587816000,108
1,1587816000,101
1,1587816000,120
1,1587816000,101
1,1587816000,104
1,1587816000,101
1,1587816000,106
1,1587816000,108
1,1585566000,107
1,1585566000,112
1,1585566000,112
1,1585566000,110
1,1585566000,106
1,1585566000,105
1,1585566000,108
1,1585566000,104
1,1585566000,103
1,1585566000,120
1,1585566000,110
1,1587384000,108
1,1587384000,102
1,1587384000,102
1,1587384000,111
1,1587384000,102
1,1587384000,117
1,1587384000,109
1,1587384000,114
1,1587384000,107
1,1587384000,101
1,1587384000,107
1,1583665200,102
1,1583665200,108
1,1583665200,105
1,1583665200,104
1,1583665200,101
1,1583665200,107
1,1583665200,101
1,1583665200,110
1,1583665200,111
1,1583665200,105
1,1583665200,107
1,1583319600,107
1,1583319600,102
1,1583319600,101
1,1583319600,101
1,1583319600,102
1,1583319600,102
1,1583319600,107
1,1583319600,103
1,1583319600,107
1,1583319600,110
1,1583319600,100
1,1587729600,101
1,1587729600,106
1,1587729600,108
1,1587729600,107
1,1587729600,104
1,1587729600,111
1,1587729600,114
1,1587729600,111
1,1587729600,101
1,1587729600,102
1,1587729600,116
1,1585479600,110
1,1585479600,106
1,1585479600,104
1,1585479600,110
1,1585479600,109
1,1585479600,106
1,1585479600,111
1,1585479600,116
1,1585479600,107
1,1585479600,112
1,1585479600,110
1,1585479600,115
1,1585479600,105
1,1585479600,110
1,1585479600,107
1,1585479600,121
1,1585479600,109
1,1585479600,117
1,1585479600,101
1,1585479600,108
1,1585479600,105
1,1585479600,105
1,1583319600,107
1,1583319600,105
1,1583319600,116
1,1583319600,107
1,1583319600,111
1,1583319600,108
1,1583319600,108
1,1583319600,110
1,1583319600,105
1,1583319600,112
1,1583319600,116
1,1587902400,104
1,1587902400,100
1,1587902400,109
1,1587902400,110
1,1587902400,107
1,1587902400,108
1,1587902400,102
1,1587902400,105
1,1587902400,107
1,1587902400,110
1,1587902400,101
1,1585479600,103
1,1585479600,104
1,1585479600,102
1,1585479600,100
1,1585479600,109
1,1585479600,105
1,1585479600,105
1,1585479600,103
1,1585479600,102
1,1585479600,111
1,1585479600,103
1,1583492400,109
1,1583492400,107
